id,ret
1,0.28697611325932393
2,0.39750686042160405
3,0.36291630285643006
4,0.6935028689035799
5,0.37910066109517265
6,0.7974304602719222
7,0.8741892229013346
8,0.3355681676437569
9,0.4964450542596981
10,0.2971809903954098
11,0.5282446675813894
12,0.2885119121866035
13,0.1344720593738306
14,0.6575714107521518
15,0.5486622177872021
16,0.20214076337782208
17,0.6725084196083322
18,0.5849133092179118
19,0.6476315953598603
20,0.8263299862791568
21,0.46604870899338907
22,0.7745415991019083
23,0.7701446925283771
24,0.28431769988773853
25,0.6070771485593115
26,0.24458962205313708
27,0.4543859922664338
28,0.40610577522764124
29,0.6629973805662965
30,0.25283771984532866
31,0.8577943744542846
32,0.2106695147810902
33,0.2579830360483972
34,0.7305569414993139
35,0.3417815267556441
36,0.5092069976300361
37,0.08911531745041787
38,0.7082527753523762
39,0.9417565797679929
40,0.678480104777348
41,0.40237931894723705
42,0.3327928152675564
43,0.3452351253586129
44,0.5392447299488586
45,0.22853779468629162
46,0.49976612199076964
47,0.4625561307222152
48,0.3544811026568541
49,0.2620213296744418
50,0.5791287264562804
51,0.974624235998503
52,0.4566702008232505
53,0.9187507795933639
54,0.10416146937757266
55,0.25997099912685545
56,0.26407166022202816
57,0.4165601222402394
58,0.8987152301359609
59,0.7127900087314457
60,0.6543283023574904
61,0.2499688162654359
62,0.9439862167893226
63,0.9998908569290257
64,0.9074700636148184
65,0.581904078832481
66,0.6320709118123985
67,0.14888674067606336
68,0.5665850692278906
69,0.15106960209554696
70,0.5143367219658226
71,0.8042752900087314
72,0.47294031433204436
73,0.019825059249095674
74,0.22046900336784336
75,0.8375015591867281
76,0.6773263065984781
77,0.30359704378196334
78,0.9024728701509291
79,0.875678246226768
80,0.6775601846077085
81,0.8068635399775478
82,0.7929244106274167
83,0.6155513284270924
84,0.9819602095546962
85,0.3078146438817513
86,0.6443261194960708
87,0.3243108394661344
88,0.20178215043033554
89,0.30351908444555314
90,0.4384978795060495
91,0.3807144193588624
