id,ret
1,0.24179759220378053
2,0.4156365581953009
3,0.3714877568159167
4,0.3759852944099486
5,0.3218020102230538
6,0.4847290395838491
7,0.6993715630593453
8,0.15315761278866105
9,0.39196283620342437
10,0.4761322354968302
11,0.6050173806154817
12,0.5440786025202089
13,0.25533043143026213
14,0.5838168912197055
15,0.592182885398074
16,0.18721397785760546
17,0.5513051553001229
18,0.5053122934269356
19,0.6027506842676118
20,0.7229572597743656
21,0.34369897947808503
22,0.535961262902398
23,0.6263909162562145
24,0.263008929413252
25,0.44848975290676557
26,0.18956211326826142
27,0.496411986684891
28,0.39995332975380055
29,0.4000659353557331
30,0.4823771643925654
31,0.7108470076222381
32,0.2098780459198696
33,0.24609675465024708
34,0.7229572597743656
35,0.32592673450886045
36,0.4655713926658206
37,0.06586413899980849
38,0.45468778204169796
39,0.7210162746316794
40,0.40381051146409036
41,0.5811783868788043
42,0.421686322070071
43,0.3681127782078395
44,0.46677239626564604
45,0.5003424909457059
46,0.5110286478046097
47,0.5979633787857508
48,0.32950062660790924
49,0.1946178624774862
50,0.44072762971817664
51,0.8269709618591816
52,0.2661240058951892
53,0.6343484679091749
54,0.08551922805457715
55,0.4761322354968302
56,0.48828799933612776
57,0.38709029087393065
58,0.46993565349659505
59,0.5773272863311748
60,0.6291641417374721
61,0.31288131085522297
62,0.6755681534074455
63,0.9747729762704186
64,0.8096317110822957
65,0.5640003842993507
66,0.8418681399537672
67,0.4259705884562031
68,0.5115978859986647
69,0.3865921376233396
70,0.6661815648012898
71,0.48293783887176933
72,0.5187132838589925
73,0.24737951233783692
74,0.44893275406781485
75,0.7221015211477276
76,0.7883100743919462
77,0.6099145584181153
78,0.7008963789541703
79,0.6928328026583215
80,0.7606071310423661
81,0.6152916070262983
82,0.6986483270231394
83,0.5855420454151875
84,0.8139530335674913
85,0.5504450213657426
86,0.5588119093125539
87,0.5344147849028904
88,0.47449059753370393
89,0.4783523629112803
90,0.5671796497451638
91,0.4831043829007474
92,0.7883100743919462
93,0.5960003999671477
94,0.7022401195454328
95,0.6661815648012898
96,0.8178579396920592
97,0.467530562295398
98,0.7214608033217663
99,0.8735895214699729
100,0.805162297246145
101,0.7020838983104608
102,0.5475739646212644
103,0.630460266584604
104,0.5661505941644492
105,0.4204876521476252
106,0.4924235750509826
107,0.410011020208892
108,0.49946837470764327
109,0.6385002074293371
110,0.845658853016146
111,0.6661815648012898
112,0.4691222570423456
113,0.2691365905039114
114,0.3735783322634648
115,0.4478555117825428
116,0.7204881517664001
117,0.3489123526526257
118,0.5771809130640192
119,0.42998128873973657
120,0.29913019931359563
121,0.01119243298118346
122,0.46051524007032746
123,0.407770974669253
124,0.41594027419824
125,0.35897821290858223
126,0.4908991439860649
127,0.35999206092548475
128,0.4503715519677696
129,0.1811262330805934
130,0.25694253153348384
131,0.7039317161468288
132,0.4738332780858249
133,0.45689518468661966
134,0.7204881517664001
135,0.24280517276857128
136,0.4200268885123498
137,0.10079276171581107
138,0.19025383364201637
139,0.46051524007032746
140,0.2506784752717559
141,0.2737399632039556
142,0.33529439845697867
143,0.3774778189768605
144,0.3147393833861669
145,0.498753278769499
146,0.0959545839158726
147,0.5839849292998763
148,0.2810748503466661
149,0.2274304296106376
150,0.43018655906830894
151,0.3710518156575274
152,0.4791631978621166
153,0.4173232515820985
154,0.5712340425985211
155,0.2790395841149731
156,0.23996615536969323
157,0.3423436400348136
158,0.5147837920495392
159,0.3749922654963654
160,0.5119821686423562
161,0.39962958081844674
162,0.23660804491105442
163,0.560465826316964
164,0.46051524007032746
165,0.672090312677605
166,0.36196849897188144
167,0.3615133412290868
168,0.45632645409032035
169,0.17500741428635008
170,0.10416851134305045
171,0.4517120369577632
172,0.2677815095821531
173,0.4660430281462702
174,0.22791679573872584
175,0.4063377661907472
176,0.4530443069285317
177,0.33396715172082986
178,0.2098780459198696
179,0.42405656795413477
180,0.6690057316431629
181,0.7131039488539743
182,0.47416173090183616
183,0.48080065968192337
184,0.5053122934269356
185,0.44161398744600405
186,0.3780705180882991
187,0.27827871764176454
188,0.7169711160829356
189,0.41357945100982346
190,0.5377317051705727
191,0.372040508806777
192,0.4088603834060959
193,0.506321404214112
194,0.451411363920611
195,0.26468110557951197
196,0.18233010463180674
197,0.2914652983581356
198,0.4679276543217376
199,0.3324729023294721
200,0.38197289655383543
201,0.6227477983840183
202,0.42405656795413477
203,0.21005599136265993
204,0.28310976803020327
205,0.464571682041973
206,0.15523413878036996
207,0.6814908245110911
208,0.3527123162584341
209,0.6197773108925498
210,0.533615720854588
211,0.4049915568512551
212,0.5520285260547656
213,0.5576558406764157
214,0.4390218141497714
215,0.5804522260951295
216,0.6755681534074455
217,0.6567122822362579
218,0.48828799933612776
219,0.5701240697798701
220,0.8269709618591816
221,0.5058563638386524
222,0.7136700528895044
223,0.16261258741656498
224,0.570545468649622
225,0.6225161552442323
226,0.5047066613966674
227,0.5291594989081766
228,0.34071046497726876
229,0.23747227024969192
230,0.4188494279150846
231,0.17315384671238293
232,0.5410168765905589
233,0.21863375927477238
234,0.4771789618445246
235,0.1846671573344386
236,0.4325731580762835
237,0.19598198504170447
238,0.2911588611388001
239,0.3223837349131884
240,0.44754152089441634
241,0.3714877568159167
242,0.6774502900835399
243,0.2944079415946664
244,0.12059023748838746
245,0.3968774022782627
246,0.5612056010777461
247,0.6017955900229368
248,0.587563994650423
249,0.288531909452555
250,0.34369897947808503
251,0.35892067185907295
252,0.6706934468600729
253,0.6289764739224424
254,0.10394336518774748
255,0.40633633260155083
256,0.3714877568159167
257,0.3182409587516078
258,0.15743999278424084
259,0.5471302631463437
260,0.22001093440899086
261,0.6024231940165674
262,0.45853858570058675
263,0.6405511909686815
264,0.3232542861187908
265,0.5140665855498682
266,0.316756735673103
267,0.7339320118396858
268,0.2644022267382777
269,0.36710105903116275
270,0.59982201675685
271,0.3405606309411011
272,0.5683141027466373
273,0.4266786185354745
274,0.6975264535011523
275,0.587563994650423
276,0.20605265726258598
277,0.3976202728046749
278,0.21594932248641394
279,0.21657185961144962
280,0.27926262128399837
281,0.3386607720682539
282,0.3177024031646649
283,0.15544315153347996
284,0.7190218364622527
285,0.6787148556233517
286,0.6577997151566102
287,0.07073564539202344
288,0.535961262902398
289,0.5634747360407979
290,0.5835199159906298
291,0.4418121030706269
292,0.31204054796513614
293,0.45001918604541546
294,0.30888689521617285
295,0.19722040905962965
296,0.5010335357945676
297,0.2107750505293471
298,0.3748471861834471
299,0.26984640584360675
300,0.1543860770945323
301,0.5981504186746647
302,0.6231796308572758
303,0.4228565403142631
304,0.3395885259210477
305,0.18956211326826142
306,0.535961262902398
307,0.7258996678453782
308,0.5165087747788965
309,0.37699325935247874
310,0.5377317051705727
311,0.3714877568159167
312,0.3528511580927314
313,0.6605986280180673
314,0.49137309391584144
315,0.5824130695532078
316,0.510934756927299
317,0.563738202375474
318,0.4620512058453057
319,0.5526820705798907
320,0.5683141027466373
321,0.4238652572592879
322,0.5526052299801584
323,0.5361174873018754
324,0.7210162746316794
325,0.339587130512696
326,0.21702057492777022
327,0.2098780459198696
328,0.24617508233499627
329,0.47239848123029693
330,0.15620245840195712
331,0.43782326847084224
332,0.24049177325238424
333,0.5513051553001229
334,0.34068177493065127
335,0.4269163387747493
336,0.4188494279150846
337,0.35594269532112677
338,0.1543860770945323
339,0.5074329192010166
340,0.3129591538820741
341,0.3347949462086054
342,0.3714877568159167
343,0.5353986698644171
344,0.1291564013448383
345,0.578118911190645
